Date,Coin,Open,High,Low,Close,Volume,Market Cap,200_MA,150_MA,50_MA,Volatility,52W_High,52W_Low
2021-04-17,DOGE,0.3653855,0.38125,0.3339273,0.3559,2025452061.0,2025452061.0,202.37432949999783,228.73450599999754,326.68571800001007,0.12951444433345055,0.3559,0.3559
2021-04-16,DOGE,0.1825003,0.45,0.1791,0.36544340000000003,57510545356.0,57510545356.0,201.85365671699782,228.0676756226642,322.77682686801006,1.4843811215652798,0.36544340000000003,0.3559
2021-04-15,DOGE,0.1214319,0.1918922,0.1197878,0.1823599,24615971220.0,24615971220.0,201.31821851649784,227.44209135533086,318.8462740660101,0.5937846644909617,0.36544340000000003,0.1823599
2021-04-14,DOGE,0.0944011,0.14539549999999998,0.09211799999999999,0.1214329,36680989724.0,36680989724.0,200.78042568099784,226.8784342413309,314.5443027240101,0.5643737202214804,0.36544340000000003,0.1214329
2021-04-13,DOGE,0.07070010000000002,0.0962255,0.07064089999999999,0.094402,13605840277.0,13605840277.0,200.24409769099785,226.32066358799756,309.9521907640101,0.3618750185643303,0.36544340000000003,0.094402
2021-04-12,DOGE,0.0743335,0.07547910000000001,0.0685,0.07073430000000001,4300356226.0,4300356226.0,199.69235136249787,225.76233514999757,305.38300545001005,0.09388902715464767,0.36544340000000003,0.07073430000000001
2021-04-11,DOGE,0.06371669999999999,0.08,0.0633959,0.07433,14967931146.0,14967931146.0,199.15907301249786,225.18723068333094,299.67849205001005,0.26059259189506045,0.36544340000000003,0.07073430000000001
2021-04-10,DOGE,0.06161030000000001,0.0657518,0.060944500000000006,0.06371669999999999,2780510108.0,2780510108.0,198.62719159599786,224.5915887946643,293.8979663840101,0.07802753760329025,0.36544340000000003,0.06371669999999999
2021-04-09,DOGE,0.0617837,0.0642733,0.060471199999999996,0.061587800000000005,2149603024.0,2149603024.0,198.08604953499787,224.00693271333094,287.9909981400101,0.0615388848515063,0.36544340000000003,0.061587800000000005
2021-04-08,DOGE,0.058776999999999996,0.062324,0.058631899999999994,0.06178380000000001,1745571706.0,1745571706.0,197.5641084539979,223.40794460533095,282.0780338160101,0.0628153869710942,0.36544340000000003,0.061587800000000005
2021-04-07,DOGE,0.06440470000000001,0.06744,0.057126699999999996,0.0587769,4840051853.0,4840051853.0,197.0369023384979,222.78660311799757,276.45100935401007,0.16013272323293182,0.36544340000000003,0.0587769
2021-04-06,DOGE,0.0599779,0.066,0.0579904,0.06440470000000001,4762148739.0,4762148739.0,196.4769743619979,222.18449914933095,270.7744974480101,0.13354252149541757,0.36544340000000003,0.0587769
2021-04-05,DOGE,0.057380600000000004,0.060706899999999994,0.056231500000000004,0.059999199999999996,2638868932.0,2638868932.0,195.9005743579979,221.56456581066425,265.00769743201016,0.0779950017950316,0.36544340000000003,0.0587769
2021-04-04,DOGE,0.0555,0.0582181,0.0550864,0.057394299999999995,1563798693.0,1563798693.0,195.32531132949788,220.95828177266424,259.10004531801013,0.056427027027027045,0.36544340000000003,0.057394299999999995
2021-04-03,DOGE,0.05758869999999999,0.059551599999999996,0.0555,0.055511300000000006,2066362739.0,2066362739.0,194.7436388859979,220.27391851466425,253.34695554401011,0.07035407988025422,0.36544340000000003,0.055511300000000006
2021-04-02,DOGE,0.0621509,0.06290499999999999,0.0572,0.0575849,3415466916.0,3415466916.0,194.1617268104979,219.54136908066425,247.8623072420101,0.09179271740232221,0.36544340000000003,0.055511300000000006
2021-04-01,DOGE,0.053783500000000005,0.07135,0.0534999,0.062151,15242021778.0,15242021778.0,193.5729875654979,218.81671675399755,242.31255026201012,0.3318880325750461,0.36544340000000003,0.055511300000000006
2021-03-31,DOGE,0.0540014,0.0545,0.051342399999999996,0.05376990000000001,1085164149.0,1085164149.0,192.9951064149979,218.03994188666422,236.68982566001011,0.05847255811886365,0.36544340000000003,0.05376990000000001
2021-03-30,DOGE,0.054124,0.055626699999999994,0.053328,0.0540003,1399307591.0,1399307591.0,192.40802641649788,217.25296855533088,231.1711056660101,0.042470992535658746,0.36544340000000003,0.05376990000000001
2021-03-29,DOGE,0.0536634,0.054712300000000005,0.053202,0.054124,977387405.0,977387405.0,191.7952970364979,216.49512938199754,225.75618814601015,0.02814394913479217,0.36544340000000003,0.05376990000000001
2021-03-28,DOGE,0.054422000000000005,0.0549,0.0529496,0.053665599999999994,675382127.0,675382127.0,191.1997153644979,215.70895381933087,220.13306145801016,0.03583844768659729,0.36544340000000003,0.053665599999999994
2021-03-27,DOGE,0.0539203,0.05545,0.053386,0.054436,1176365221.0,1176365221.0,190.59228754449788,214.8899833926642,214.72395017801017,0.0382787187756744,0.36544340000000003,0.053665599999999994
2021-03-26,DOGE,0.051266,0.054038,0.05123200000000001,0.05393099999999999,873797527.0,873797527.0,189.98515719949788,214.1474762659975,208.73662879801017,0.05473413178324808,0.36544340000000003,0.053665599999999994
2021-03-25,DOGE,0.0514996,0.052449800000000005,0.0495798,0.051266,1665397693.0,1665397693.0,189.3906635294979,213.40995137266418,202.85545411801016,0.05572858818320928,0.36544340000000003,0.051266
2021-03-24,DOGE,0.0534234,0.0567995,0.05075,0.0514996,1666398121.0,1666398121.0,188.7561710274979,212.6191613699975,196.50628411001017,0.1132368961915565,0.36544340000000003,0.051266
2021-03-23,DOGE,0.0548901,0.0561052,0.052596300000000006,0.05335319999999999,1437944729.0,1437944729.0,188.18563779349788,211.8535837246642,190.76395117401017,0.06392591742408914,0.36544340000000003,0.051266
2021-03-22,DOGE,0.05748880000000001,0.05797769999999999,0.054423400000000004,0.054888,1270766976.0,1270766976.0,187.56916223349788,211.0204829779975,185.14264893401017,0.06182595566440748,0.36544340000000003,0.051266
2021-03-21,DOGE,0.0588396,0.0595555,0.0567,0.0574781,1204263965.0,1204263965.0,186.9461996239979,210.17666616533083,179.57559849601017,0.04853024153801176,0.36544340000000003,0.051266
2021-03-20,DOGE,0.0582624,0.060625,0.05797000000000001,0.058818600000000006,1939829246.0,1939829246.0,186.32174371699793,209.2555249559975,173.90057486801018,0.04556969846762218,0.36544340000000003,0.051266
2021-03-19,DOGE,0.0573629,0.0599,0.056374099999999996,0.0582472,1691688848.0,1691688848.0,185.58153495299794,208.3637799373308,167.54393981201022,0.06146655765311735,0.36544340000000003,0.051266
2021-03-18,DOGE,0.05789249999999999,0.0592896,0.0568896,0.057348500000000004,1338098958.0,1338098958.0,184.84382169549792,207.35876226066412,161.19128678201022,0.041456147169322444,0.36544340000000003,0.051266
2021-03-17,DOGE,0.0586389,0.05895840000000001,0.056531399999999996,0.057892,1162146770.0,1162146770.0,184.09741115549795,206.16601487399745,154.5562446220102,0.041388907363542164,0.36544340000000003,0.051266
2021-03-16,DOGE,0.057015199999999995,0.0591427,0.0552668,0.05865069999999999,2003574159.0,2003574159.0,183.32840440899793,204.99173921199747,147.2914176360102,0.06798011758267974,0.36544340000000003,0.051266
2021-03-15,DOGE,0.058221,0.0597745,0.055,0.0569691,2409422648.0,2409422648.0,182.5645392544979,203.8128523393308,140.1829570180102,0.08200649250270522,0.36544340000000003,0.051266
2021-03-14,DOGE,0.06278869999999999,0.0636789,0.058170000000000006,0.058221,5115194076.0,5115194076.0,181.8049803594979,202.5842404793308,132.6199214380102,0.08773712467370708,0.36544340000000003,0.051266
2021-03-13,DOGE,0.055276900000000004,0.063,0.0546635,0.06278919999999999,3660176589.0,3660176589.0,181.07379430549787,201.33512574066413,124.51557722201022,0.15081345010302682,0.36544340000000003,0.051266
2021-03-12,DOGE,0.055911699999999995,0.057,0.054051,0.0552731,1821925239.0,1821925239.0,180.31402067099785,199.93656089466413,116.34088268401021,0.05274388008234413,0.36544340000000003,0.051266
2021-03-11,DOGE,0.055883100000000005,0.056979999999999996,0.05426469999999999,0.055928599999999995,1647182774.0,1647182774.0,179.61880031399787,198.51766708533077,108.19780125601021,0.048588929390101905,0.36544340000000003,0.051266
2021-03-10,DOGE,0.0579432,0.0587592,0.0545,0.0558692,2390746818.0,2390746818.0,178.96182965999785,197.10110621333078,99.84851864001023,0.07350646840353998,0.36544340000000003,0.051266
2021-03-09,DOGE,0.0629582,0.0630025,0.055999999999999994,0.057911699999999997,4412560062.0,4412560062.0,178.2732692184979,195.67982562466412,91.63727687401023,0.11122459028371218,0.36544340000000003,0.051266
2021-03-08,DOGE,0.0519481,0.063075,0.0515505,0.06297380000000001,7572972187.0,7572972187.0,177.60913408749786,194.27511211666413,83.23033635001022,0.22184641979206185,0.36544340000000003,0.051266
2021-03-07,DOGE,0.050924199999999996,0.0524716,0.0504286,0.0519871,1494562661.0,1494562661.0,176.93289402299786,192.85685869733078,74.5869760920102,0.04011845055985177,0.36544340000000003,0.051266
2021-03-06,DOGE,0.0495247,0.05258009999999999,0.049083999999999996,0.050958800000000005,2749264710.0,2749264710.0,176.36414881699784,191.39673175599745,65.4633952680102,0.07059305760559872,0.36544340000000003,0.050958800000000005
2021-03-05,DOGE,0.0499866,0.051079,0.0479661,0.0495285,1714962753.0,1714962753.0,175.71764645949784,189.92546194599743,56.13638583801021,0.06227468961681734,0.36544340000000003,0.0495285
2021-03-04,DOGE,0.0504337,0.0511539,0.04765,0.0499865,1943532071.0,1943532071.0,175.07989639199786,188.52139518933075,46.75158556801021,0.06947537063511114,0.36544340000000003,0.0495285
2021-03-03,DOGE,0.0504021,0.0521972,0.049955599999999996,0.0504146,1841086026.0,1841086026.0,174.3899984649979,187.1076646199974,37.350793860010214,0.04447433737879976,0.36544340000000003,0.0495285
2021-03-02,DOGE,0.0505754,0.052489999999999995,0.0491004,0.050364,2378364146.0,2378364146.0,173.7451002849979,185.77260037999739,28.099001140010213,0.06702072549104886,0.36544340000000003,0.0495285
2021-03-01,DOGE,0.04814469999999999,0.052504999999999996,0.0478589,0.05059330000000001,2752580452.0,2752580452.0,173.1693532514979,184.42393766866405,18.65801300601021,0.09650283416450813,0.36544340000000003,0.0495285
2021-02-28,DOGE,0.0500705,0.0502426,0.0446561,0.0481582,2384823456.0,2384823456.0,172.6311440424979,183.09119205666406,9.073376170010214,0.11157268251765014,0.36544340000000003,0.0481582
2021-02-27,DOGE,0.050472699999999995,0.0521,0.0491,0.0500725,2268877377.0,2268877377.0,172.0611444049979,181.76665920666403,0.07337762001021247,0.05943807246293547,0.36544340000000003,0.0481582
2021-02-26,DOGE,0.0499157,0.052603199999999996,0.0484,0.0504768,3147923785.0,3147923785.0,171.56769678899792,180.4518623853307,0.06726915601021247,0.08420597126755705,0.36544340000000003,0.0481582
2021-02-25,DOGE,0.05679069999999999,0.0581,0.049500199999999994,0.0499138,4913047375.0,4913047375.0,171.06599635799793,179.13912847733073,0.06095856401021247,0.15142972352867645,0.36544340000000003,0.0481582
2021-02-24,DOGE,0.047692,0.060586,0.0459034,0.0567911,11172353520.0,11172353520.0,170.59618031349797,177.77290708466404,0.05844718801021247,0.3078629539545417,0.36544340000000003,0.0481582
2021-02-23,DOGE,0.053609300000000006,0.0538776,0.0413332,0.047656199999999996,5958874372.0,5958874372.0,170.17306859449798,176.41022479266402,0.05697165401021247,0.23399671325684154,0.36544340000000003,0.047656199999999996
2021-02-22,DOGE,0.055992099999999996,0.060803699999999995,0.046100300000000004,0.053555700000000005,8420498923.0,8420498923.0,169.75453637299793,175.0444484973307,0.05615472801021247,0.26259775932676205,0.36544340000000003,0.047656199999999996
2021-02-21,DOGE,0.0541567,0.06,0.05325,0.0560183,5548376495.0,5548376495.0,169.33571646449792,173.68528861933072,0.05586040801021247,0.12463831806590872,0.36544340000000003,0.047656199999999996
2021-02-20,DOGE,0.055033000000000006,0.0607,0.051,0.054170800000000005,7359009281.0,7359009281.0,168.90428731849795,172.3166497579974,0.055457224010212476,0.17625788163465556,0.36544340000000003,0.047656199999999996
2021-02-19,DOGE,0.0587991,0.05971900000000001,0.0536581,0.055033000000000006,6405564988.0,6405564988.0,168.4575124834979,170.94468331133075,0.05528355001021248,0.10307810833839307,0.36544340000000003,0.047656199999999996
2021-02-18,DOGE,0.0494987,0.0645617,0.0489,0.0587991,13034098004.0,13034098004.0,168.0190064789979,169.56727530533075,0.055227776010212476,0.316406289458107,0.36544340000000003,0.047656199999999996
2021-02-17,DOGE,0.0535231,0.055109000000000005,0.0478,0.0495187,6168131231.0,6168131231.0,167.56970407249787,168.18433876333074,0.05498247401021247,0.13655786006415926,0.36544340000000003,0.047656199999999996
2021-02-16,DOGE,0.0564643,0.0598452,0.0506003,0.053475999999999996,6643077510.0,6643077510.0,167.10367145249788,166.79862860333074,0.054876456010212474,0.1637300028513592,0.36544340000000003,0.047656199999999996
2021-02-15,DOGE,0.0626878,0.0642,0.0474935,0.0565,11321001492.0,11321001492.0,166.65205395249788,165.43233860333075,0.05471836201021248,0.26650321115113296,0.36544340000000003,0.047656199999999996
2021-02-14,DOGE,0.0662372,0.0664663,0.055558,0.0626783,8229158262.0,8229158262.0,166.18711734399784,164.05782312533074,0.05477194401021248,0.16468540336849993,0.36544340000000003,0.047656199999999996
2021-02-13,DOGE,0.06977799999999999,0.07170900000000001,0.0656,0.0662405,3844449349.0,3844449349.0,165.73244854649784,162.63926472866407,0.05494886801021249,0.08754908423858529,0.36544340000000003,0.047656199999999996
